date,claim_type,region,claim_count,avg_handle_time_min,weather_event,day_of_week,month,week_of_year
2022-01-09,auto_collision,midwest,60,50.2,0,Sunday,1,1
2022-01-09,auto_liability,midwest,33,52.4,0,Sunday,1,1
2022-01-09,property_damage,south,10,65.9,0,Sunday,1,1
2022-01-09,weather_event,south,13,69.0,0,Sunday,1,1
2022-01-10,auto_collision,northeast,124,47.8,0,Monday,1,2
2022-01-10,auto_liability,midwest,21,67.7,0,Monday,1,2
2022-01-10,property_damage,south,152,60.8,0,Monday,1,2
2022-01-10,weather_event,midwest,10,82.7,0,Monday,1,2
2022-01-11,auto_collision,south,112,44.8,0,Tuesday,1,2
2022-01-11,auto_liability,northeast,70,59.6,0,Tuesday,1,2
2022-01-11,property_damage,west,15,47.3,0,Tuesday,1,2
2022-01-11,weather_event,northeast,98,82.6,0,Tuesday,1,2
2022-01-12,auto_collision,south,104,49.0,0,Wednesday,1,2
2022-01-12,auto_liability,south,92,45.8,0,Wednesday,1,2
2022-01-12,property_damage,northeast,9,55.3,0,Wednesday,1,2
2022-01-12,weather_event,west,33,70.8,0,Wednesday,1,2
2022-01-13,auto_collision,midwest,194,44.8,0,Thursday,1,2
2022-01-13,auto_liability,northeast,43,54.3,0,Thursday,1,2
2022-01-13,property_damage,west,12,54.1,0,Thursday,1,2
2022-01-13,weather_event,south,5,76.8,0,Thursday,1,2
2022-01-14,auto_collision,northeast,96,42.5,0,Friday,1,2
2022-01-14,auto_liability,south,85,63.0,0,Friday,1,2
2022-01-14,property_damage,south,90,48.5,0,Friday,1,2
2022-01-14,weather_event,northeast,4,75.0,0,Friday,1,2
2022-01-15,auto_collision,west,78,46.3,0,Saturday,1,2
2022-01-15,auto_liability,south,14,60.8,0,Saturday,1,2
2022-01-15,property_damage,west,23,45.4,0,Saturday,1,2
2022-01-15,weather_event,south,66,73.2,0,Saturday,1,2
2022-01-16,auto_collision,west,36,46.1,0,Sunday,1,2
2022-01-16,auto_liability,west,14,56.2,0,Sunday,1,2
2022-01-16,property_damage,midwest,46,59.5,0,Sunday,1,2
2022-01-16,weather_event,midwest,5,68.0,0,Sunday,1,2
2022-01-17,auto_collision,midwest,163,46.8,0,Monday,1,3
2022-01-17,auto_liability,midwest,69,56.3,0,Monday,1,3
2022-01-17,property_damage,midwest,70,55.3,0,Monday,1,3
2022-01-17,weather_event,west,5,68.4,0,Monday,1,3
2022-01-18,auto_collision,south,101,45.8,0,Tuesday,1,3
2022-01-18,auto_liability,south,48,64.5,0,Tuesday,1,3
2022-01-18,property_damage,northeast,111,61.6,0,Tuesday,1,3
2022-01-18,weather_event,northeast,0,70.6,0,Tuesday,1,3
2022-01-19,auto_collision,northeast,116,44.2,0,Wednesday,1,3
2022-01-19,auto_liability,west,79,65.3,0,Wednesday,1,3
2022-01-19,property_damage,south,24,51.9,0,Wednesday,1,3
2022-01-19,weather_event,midwest,6,76.8,0,Wednesday,1,3
2022-01-20,auto_collision,south,121,47.3,0,Thursday,1,3
2022-01-20,auto_liability,south,45,59.0,0,Thursday,1,3
2022-01-20,property_damage,west,39,58.5,0,Thursday,1,3
2022-01-20,weather_event,south,52,78.9,0,Thursday,1,3
2022-01-21,auto_collision,west,77,47.5,0,Friday,1,3
2022-01-21,auto_liability,midwest,40,59.8,0,Friday,1,3
2022-01-21,property_damage,northeast,157,41.7,0,Friday,1,3
2022-01-21,weather_event,midwest,4,84.6,0,Friday,1,3
2022-01-22,auto_collision,midwest,48,41.1,0,Saturday,1,3
2022-01-22,auto_liability,south,22,51.7,0,Saturday,1,3
2022-01-22,property_damage,south,106,64.9,0,Saturday,1,3
2022-01-22,weather_event,midwest,14,77.6,0,Saturday,1,3
2022-01-23,auto_collision,northeast,56,49.9,0,Sunday,1,3
2022-01-23,auto_liability,west,44,58.8,0,Sunday,1,3
2022-01-23,property_damage,south,20,56.1,0,Sunday,1,3
2022-01-23,weather_event,west,19,74.8,0,Sunday,1,3
2022-01-24,auto_collision,northeast,39,39.9,0,Monday,1,4
2022-01-24,auto_liability,northeast,37,57.5,0,Monday,1,4
2022-01-24,property_damage,south,217,53.6,0,Monday,1,4
2022-01-24,weather_event,west,1,74.3,0,Monday,1,4
2022-01-25,auto_collision,northeast,97,42.4,0,Tuesday,1,4
2022-01-25,auto_liability,northeast,59,51.8,0,Tuesday,1,4
2022-01-25,property_damage,northeast,88,62.6,0,Tuesday,1,4
2022-01-25,weather_event,west,18,69.6,0,Tuesday,1,4
2022-01-26,auto_collision,northeast,145,39.8,0,Wednesday,1,4
2022-01-26,auto_liability,northeast,67,54.8,0,Wednesday,1,4
2022-01-26,property_damage,west,50,47.9,0,Wednesday,1,4
2022-01-26,weather_event,northeast,20,62.9,0,Wednesday,1,4
2022-01-27,auto_collision,midwest,172,38.7,0,Thursday,1,4
2022-01-27,auto_liability,west,55,52.2,0,Thursday,1,4
2022-01-27,property_damage,midwest,11,66.4,0,Thursday,1,4
2022-01-27,weather_event,northeast,12,88.4,0,Thursday,1,4
2022-01-28,auto_collision,south,131,42.4,0,Friday,1,4
2022-01-28,auto_liability,northeast,74,57.1,0,Friday,1,4
2022-01-28,property_damage,northeast,69,60.0,0,Friday,1,4
2022-01-28,weather_event,northeast,20,76.1,0,Friday,1,4
2022-01-29,auto_collision,west,21,42.1,0,Saturday,1,4
2022-01-29,auto_liability,northeast,86,52.7,0,Saturday,1,4
2022-01-29,property_damage,south,13,57.0,0,Saturday,1,4
2022-01-29,weather_event,northeast,71,71.1,0,Saturday,1,4
2022-01-30,auto_collision,midwest,69,49.5,0,Sunday,1,4
2022-01-30,auto_liability,northeast,52,58.4,0,Sunday,1,4
2022-01-30,property_damage,south,9,53.7,0,Sunday,1,4
2022-01-30,weather_event,south,4,74.2,0,Sunday,1,4
2022-01-31,auto_collision,midwest,162,37.6,0,Monday,1,5
2022-01-31,auto_liability,midwest,71,47.1,0,Monday,1,5
2022-01-31,property_damage,west,62,47.7,0,Monday,1,5
2022-01-31,weather_event,west,13,73.3,0,Monday,1,5
2022-02-01,auto_collision,west,48,51.5,0,Tuesday,2,5
2022-02-01,auto_liability,northeast,98,45.5,0,Tuesday,2,5
2022-02-01,property_damage,northeast,89,58.3,0,Tuesday,2,5
2022-02-01,weather_event,northeast,40,84.9,0,Tuesday,2,5
2022-02-02,auto_collision,northeast,155,42.2,0,Wednesday,2,5
2022-02-02,auto_liability,south,54,61.0,0,Wednesday,2,5
2022-02-02,property_damage,west,58,60.2,0,Wednesday,2,5
2022-02-02,weather_event,northeast,15,84.9,0,Wednesday,2,5
2022-02-03,auto_collision,northeast,144,47.1,0,Thursday,2,5
2022-02-03,auto_liability,west,47,61.5,0,Thursday,2,5
2022-02-03,property_damage,south,85,51.1,0,Thursday,2,5
2022-02-03,weather_event,south,0,71.5,0,Thursday,2,5
2022-02-04,auto_collision,midwest,72,41.5,0,Friday,2,5
2022-02-04,auto_liability,midwest,53,58.5,0,Friday,2,5
2022-02-04,property_damage,northeast,140,57.3,0,Friday,2,5
2022-02-04,weather_event,midwest,45,76.1,0,Friday,2,5
2022-02-05,auto_collision,northeast,31,38.5,0,Saturday,2,5
2022-02-05,auto_liability,west,64,66.3,0,Saturday,2,5
2022-02-05,property_damage,northeast,55,58.1,0,Saturday,2,5
2022-02-05,weather_event,midwest,37,69.4,0,Saturday,2,5
2022-02-06,auto_collision,midwest,105,48.2,0,Sunday,2,5
2022-02-06,auto_liability,northeast,31,50.7,0,Sunday,2,5
2022-02-06,property_damage,northeast,5,57.1,0,Sunday,2,5
2022-02-06,weather_event,northeast,0,65.0,0,Sunday,2,5
2022-02-07,auto_collision,midwest,197,52.1,0,Monday,2,6
2022-02-07,auto_liability,northeast,75,46.0,0,Monday,2,6
2022-02-07,property_damage,midwest,38,49.0,0,Monday,2,6
2022-02-07,weather_event,midwest,5,81.5,0,Monday,2,6
2022-02-08,auto_collision,south,138,41.0,0,Tuesday,2,6
2022-02-08,auto_liability,midwest,69,52.9,0,Tuesday,2,6
2022-02-08,property_damage,west,33,57.8,0,Tuesday,2,6
2022-02-08,weather_event,south,46,74.3,0,Tuesday,2,6
2022-02-09,auto_collision,west,112,47.6,0,Wednesday,2,6
2022-02-09,auto_liability,northeast,66,56.7,0,Wednesday,2,6
2022-02-09,property_damage,south,37,58.0,0,Wednesday,2,6
2022-02-09,weather_event,south,58,75.7,0,Wednesday,2,6
2022-02-10,auto_collision,midwest,120,45.3,0,Thursday,2,6
2022-02-10,auto_liability,midwest,62,62.1,0,Thursday,2,6
2022-02-10,property_damage,west,89,57.9,0,Thursday,2,6
2022-02-10,weather_event,northeast,6,67.7,0,Thursday,2,6
2022-02-11,auto_collision,northeast,156,41.9,0,Friday,2,6
2022-02-11,auto_liability,northeast,50,63.9,0,Friday,2,6
2022-02-11,property_damage,west,33,51.6,0,Friday,2,6
2022-02-11,weather_event,west,62,82.0,0,Friday,2,6
2022-02-12,auto_collision,west,121,39.7,0,Saturday,2,6
2022-02-12,auto_liability,midwest,0,59.6,0,Saturday,2,6
2022-02-12,property_damage,south,56,40.7,0,Saturday,2,6
2022-02-12,weather_event,northeast,12,85.3,0,Saturday,2,6
2022-02-13,auto_collision,west,36,34.6,0,Sunday,2,6
2022-02-13,auto_liability,south,43,58.2,0,Sunday,2,6
2022-02-13,property_damage,midwest,14,51.3,0,Sunday,2,6
2022-02-13,weather_event,west,31,77.4,0,Sunday,2,6
2022-02-14,auto_collision,west,279,45.3,1,Monday,2,7
2022-02-14,auto_liability,west,338,61.6,1,Monday,2,7
2022-02-14,property_damage,west,203,56.0,1,Monday,2,7
2022-02-14,weather_event,northeast,0,76.4,1,Monday,2,7
2022-02-15,auto_collision,south,110,47.7,0,Tuesday,2,7
2022-02-15,auto_liability,midwest,111,54.8,0,Tuesday,2,7
2022-02-15,property_damage,south,48,57.5,0,Tuesday,2,7
2022-02-15,weather_event,west,14,72.7,0,Tuesday,2,7
2022-02-16,auto_collision,northeast,91,39.2,0,Wednesday,2,7
2022-02-16,auto_liability,south,56,65.8,0,Wednesday,2,7
2022-02-16,property_damage,south,70,53.5,0,Wednesday,2,7
2022-02-16,weather_event,northeast,50,83.5,0,Wednesday,2,7
2022-02-17,auto_collision,northeast,124,44.6,0,Thursday,2,7
2022-02-17,auto_liability,west,40,52.8,0,Thursday,2,7
2022-02-17,property_damage,midwest,13,56.7,0,Thursday,2,7
2022-02-17,weather_event,south,92,80.0,0,Thursday,2,7
2022-02-18,auto_collision,midwest,147,40.8,0,Friday,2,7
2022-02-18,auto_liability,west,102,56.3,0,Friday,2,7
2022-02-18,property_damage,south,58,58.2,0,Friday,2,7
2022-02-18,weather_event,northeast,2,79.4,0,Friday,2,7
2022-02-19,auto_collision,west,66,41.3,0,Saturday,2,7
2022-02-19,auto_liability,south,90,55.9,0,Saturday,2,7
2022-02-19,property_damage,west,9,47.2,0,Saturday,2,7
2022-02-19,weather_event,midwest,1,72.0,0,Saturday,2,7
2022-02-20,auto_collision,south,50,49.3,0,Sunday,2,7
2022-02-20,auto_liability,northeast,25,60.4,0,Sunday,2,7
2022-02-20,property_damage,south,32,55.0,0,Sunday,2,7
2022-02-20,weather_event,south,18,81.4,0,Sunday,2,7
2022-02-21,auto_collision,midwest,51,45.9,1,Monday,2,8
2022-02-21,auto_liability,northeast,528,59.6,1,Monday,2,8
2022-02-21,property_damage,south,124,53.8,1,Monday,2,8
2022-02-21,weather_event,south,131,81.4,1,Monday,2,8
2022-02-22,auto_collision,south,141,47.3,0,Tuesday,2,8
2022-02-22,auto_liability,south,68,60.9,0,Tuesday,2,8
2022-02-22,property_damage,south,34,56.1,0,Tuesday,2,8
2022-02-22,weather_event,west,52,75.7,0,Tuesday,2,8
2022-02-23,auto_collision,west,139,44.1,0,Wednesday,2,8
2022-02-23,auto_liability,south,111,54.3,0,Wednesday,2,8
2022-02-23,property_damage,south,39,49.9,0,Wednesday,2,8
2022-02-23,weather_event,south,6,73.2,0,Wednesday,2,8
2022-02-24,auto_collision,midwest,23,38.0,0,Thursday,2,8
2022-02-24,auto_liability,midwest,155,62.5,0,Thursday,2,8
2022-02-24,property_damage,west,73,48.9,0,Thursday,2,8
2022-02-24,weather_event,midwest,3,65.5,0,Thursday,2,8
2022-02-25,auto_collision,south,98,45.3,0,Friday,2,8
2022-02-25,auto_liability,northeast,103,46.3,0,Friday,2,8
2022-02-25,property_damage,south,68,65.0,0,Friday,2,8
2022-02-25,weather_event,south,53,71.7,0,Friday,2,8
2022-02-26,auto_collision,west,73,42.1,1,Saturday,2,8
2022-02-26,auto_liability,west,135,69.5,1,Saturday,2,8
2022-02-26,property_damage,midwest,235,47.0,1,Saturday,2,8
2022-02-26,weather_event,south,85,67.7,1,Saturday,2,8
2022-02-27,auto_collision,midwest,71,41.6,0,Sunday,2,8
2022-02-27,auto_liability,midwest,33,58.8,0,Sunday,2,8
2022-02-27,property_damage,west,10,56.1,0,Sunday,2,8
2022-02-27,weather_event,west,9,82.0,0,Sunday,2,8
2022-02-28,auto_collision,west,115,43.5,0,Monday,2,9
2022-02-28,auto_liability,west,124,68.1,0,Monday,2,9
2022-02-28,property_damage,south,30,53.9,0,Monday,2,9
2022-02-28,weather_event,northeast,77,77.6,0,Monday,2,9
2022-03-01,auto_collision,south,139,46.5,0,Tuesday,3,9
2022-03-01,auto_liability,west,51,59.6,0,Tuesday,3,9
2022-03-01,property_damage,south,82,56.7,0,Tuesday,3,9
2022-03-01,weather_event,midwest,45,71.8,0,Tuesday,3,9
2022-03-02,auto_collision,west,43,43.9,0,Wednesday,3,9
2022-03-02,auto_liability,south,89,61.5,0,Wednesday,3,9
2022-03-02,property_damage,west,45,59.2,0,Wednesday,3,9
2022-03-02,weather_event,west,117,86.9,0,Wednesday,3,9
2022-03-03,auto_collision,west,157,43.8,0,Thursday,3,9
2022-03-03,auto_liability,south,102,56.4,0,Thursday,3,9
2022-03-03,property_damage,northeast,25,55.7,0,Thursday,3,9
2022-03-03,weather_event,west,7,71.1,0,Thursday,3,9
2022-03-04,auto_collision,west,135,50.0,0,Friday,3,9
2022-03-04,auto_liability,northeast,123,58.6,0,Friday,3,9
2022-03-04,property_damage,midwest,75,54.0,0,Friday,3,9
2022-03-04,weather_event,south,14,72.0,0,Friday,3,9
2022-03-05,auto_collision,northeast,52,49.9,0,Saturday,3,9
2022-03-05,auto_liability,west,51,63.2,0,Saturday,3,9
2022-03-05,property_damage,midwest,39,51.4,0,Saturday,3,9
2022-03-05,weather_event,midwest,59,73.4,0,Saturday,3,9
2022-03-06,auto_collision,midwest,43,44.5,0,Sunday,3,9
2022-03-06,auto_liability,northeast,21,56.7,0,Sunday,3,9
2022-03-06,property_damage,west,71,51.0,0,Sunday,3,9
2022-03-06,weather_event,midwest,4,74.5,0,Sunday,3,9
2022-03-07,auto_collision,south,29,51.2,0,Monday,3,10
2022-03-07,auto_liability,midwest,78,57.9,0,Monday,3,10
2022-03-07,property_damage,midwest,199,64.6,0,Monday,3,10
2022-03-07,weather_event,west,17,83.3,0,Monday,3,10
2022-03-08,auto_collision,west,209,41.7,0,Tuesday,3,10
2022-03-08,auto_liability,northeast,40,64.8,0,Tuesday,3,10
2022-03-08,property_damage,west,40,53.8,0,Tuesday,3,10
2022-03-08,weather_event,west,0,56.1,0,Tuesday,3,10
2022-03-09,auto_collision,midwest,51,48.0,0,Wednesday,3,10
2022-03-09,auto_liability,midwest,179,56.5,0,Wednesday,3,10
2022-03-09,property_damage,midwest,43,43.1,0,Wednesday,3,10
2022-03-09,weather_event,northeast,14,70.6,0,Wednesday,3,10
2022-03-10,auto_collision,midwest,57,42.8,0,Thursday,3,10
2022-03-10,auto_liability,west,34,57.7,0,Thursday,3,10
2022-03-10,property_damage,south,22,50.4,0,Thursday,3,10
2022-03-10,weather_event,west,177,76.5,0,Thursday,3,10
2022-03-11,auto_collision,south,98,45.1,0,Friday,3,10
2022-03-11,auto_liability,south,153,58.1,0,Friday,3,10
2022-03-11,property_damage,west,75,50.9,0,Friday,3,10
2022-03-11,weather_event,west,24,81.9,0,Friday,3,10
2022-03-12,auto_collision,northeast,113,42.1,1,Saturday,3,10
2022-03-12,auto_liability,south,122,60.5,1,Saturday,3,10
2022-03-12,property_damage,south,194,53.5,1,Saturday,3,10
2022-03-12,weather_event,west,98,68.0,1,Saturday,3,10
2022-03-13,auto_collision,midwest,16,43.2,0,Sunday,3,10
2022-03-13,auto_liability,midwest,11,60.8,0,Sunday,3,10
2022-03-13,property_damage,midwest,105,52.6,0,Sunday,3,10
2022-03-13,weather_event,northeast,27,77.5,0,Sunday,3,10
2022-03-14,auto_collision,west,80,39.8,0,Monday,3,11
2022-03-14,auto_liability,midwest,94,62.5,0,Monday,3,11
2022-03-14,property_damage,south,79,54.4,0,Monday,3,11
2022-03-14,weather_event,northeast,92,80.5,0,Monday,3,11
2022-03-15,auto_collision,south,141,45.8,0,Tuesday,3,11
2022-03-15,auto_liability,northeast,119,56.9,0,Tuesday,3,11
2022-03-15,property_damage,west,15,45.1,0,Tuesday,3,11
2022-03-15,weather_event,midwest,36,68.5,0,Tuesday,3,11
2022-03-16,auto_collision,northeast,161,55.5,0,Wednesday,3,11
2022-03-16,auto_liability,south,15,65.1,0,Wednesday,3,11
2022-03-16,property_damage,south,110,65.8,0,Wednesday,3,11
2022-03-16,weather_event,west,27,72.8,0,Wednesday,3,11
2022-03-17,auto_collision,west,104,44.4,0,Thursday,3,11
2022-03-17,auto_liability,south,165,61.3,0,Thursday,3,11
2022-03-17,property_damage,south,34,45.2,0,Thursday,3,11
2022-03-17,weather_event,northeast,12,95.1,0,Thursday,3,11
2022-03-18,auto_collision,midwest,136,51.7,0,Friday,3,11
2022-03-18,auto_liability,west,108,60.0,0,Friday,3,11
2022-03-18,property_damage,midwest,50,61.2,0,Friday,3,11
2022-03-18,weather_event,northeast,42,69.0,0,Friday,3,11
2022-03-19,auto_collision,west,121,43.2,0,Saturday,3,11
2022-03-19,auto_liability,northeast,29,56.8,0,Saturday,3,11
2022-03-19,property_damage,northeast,76,60.2,0,Saturday,3,11
2022-03-19,weather_event,northeast,16,84.1,0,Saturday,3,11
2022-03-20,auto_collision,west,18,44.9,0,Sunday,3,11
2022-03-20,auto_liability,south,76,48.9,0,Sunday,3,11
2022-03-20,property_damage,west,40,56.2,0,Sunday,3,11
2022-03-20,weather_event,south,1,62.9,0,Sunday,3,11
2022-03-21,auto_collision,midwest,120,38.1,0,Monday,3,12
2022-03-21,auto_liability,midwest,84,57.6,0,Monday,3,12
2022-03-21,property_damage,south,98,38.4,0,Monday,3,12
2022-03-21,weather_event,west,27,76.6,0,Monday,3,12
2022-03-22,auto_collision,northeast,179,49.0,0,Tuesday,3,12
2022-03-22,auto_liability,midwest,90,64.9,0,Tuesday,3,12
2022-03-22,property_damage,northeast,69,61.2,0,Tuesday,3,12
2022-03-22,weather_event,south,6,70.4,0,Tuesday,3,12
2022-03-23,auto_collision,midwest,53,44.3,0,Wednesday,3,12
2022-03-23,auto_liability,northeast,129,63.6,0,Wednesday,3,12
2022-03-23,property_damage,south,82,56.5,0,Wednesday,3,12
2022-03-23,weather_event,midwest,44,80.5,0,Wednesday,3,12
2022-03-24,auto_collision,midwest,76,49.8,0,Thursday,3,12
2022-03-24,auto_liability,midwest,99,57.5,0,Thursday,3,12
2022-03-24,property_damage,west,90,52.5,0,Thursday,3,12
2022-03-24,weather_event,northeast,74,72.7,0,Thursday,3,12
2022-03-25,auto_collision,west,74,43.3,0,Friday,3,12
2022-03-25,auto_liability,northeast,46,66.9,0,Friday,3,12
2022-03-25,property_damage,west,228,46.5,0,Friday,3,12
2022-03-25,weather_event,south,16,76.0,0,Friday,3,12
2022-03-26,auto_collision,south,90,39.9,0,Saturday,3,12
2022-03-26,auto_liability,northeast,54,60.5,0,Saturday,3,12
2022-03-26,property_damage,midwest,46,53.9,0,Saturday,3,12
2022-03-26,weather_event,midwest,10,78.3,0,Saturday,3,12
2022-03-27,auto_collision,south,110,43.9,0,Sunday,3,12
2022-03-27,auto_liability,midwest,32,48.7,0,Sunday,3,12
2022-03-27,property_damage,west,21,55.6,0,Sunday,3,12
2022-03-27,weather_event,west,6,82.2,0,Sunday,3,12
2022-03-28,auto_collision,northeast,486,44.5,1,Monday,3,13
2022-03-28,auto_liability,west,351,61.0,1,Monday,3,13
2022-03-28,property_damage,west,45,58.0,1,Monday,3,13
2022-03-28,weather_event,south,36,70.0,1,Monday,3,13
2022-03-29,auto_collision,northeast,121,40.4,0,Tuesday,3,13
2022-03-29,auto_liability,midwest,77,54.6,0,Tuesday,3,13
2022-03-29,property_damage,south,112,58.4,0,Tuesday,3,13
2022-03-29,weather_event,west,28,76.5,0,Tuesday,3,13
2022-03-30,auto_collision,south,162,35.0,1,Wednesday,3,13
2022-03-30,auto_liability,west,374,66.5,1,Wednesday,3,13
2022-03-30,property_damage,west,216,57.5,1,Wednesday,3,13
2022-03-30,weather_event,west,94,69.3,1,Wednesday,3,13
2022-03-31,auto_collision,northeast,178,45.1,0,Thursday,3,13
2022-03-31,auto_liability,south,63,58.1,0,Thursday,3,13
2022-03-31,property_damage,midwest,86,59.6,0,Thursday,3,13
2022-03-31,weather_event,west,14,73.3,0,Thursday,3,13
2022-04-01,auto_collision,midwest,138,42.9,0,Friday,4,13
2022-04-01,auto_liability,west,112,56.7,0,Friday,4,13
2022-04-01,property_damage,midwest,22,50.6,0,Friday,4,13
2022-04-01,weather_event,midwest,98,74.9,0,Friday,4,13
2022-04-02,auto_collision,west,115,48.6,0,Saturday,4,13
2022-04-02,auto_liability,midwest,62,69.7,0,Saturday,4,13
2022-04-02,property_damage,midwest,47,51.7,0,Saturday,4,13
2022-04-02,weather_event,midwest,13,79.9,0,Saturday,4,13
2022-04-03,auto_collision,northeast,20,41.0,0,Sunday,4,13
2022-04-03,auto_liability,northeast,30,68.5,0,Sunday,4,13
2022-04-03,property_damage,west,57,53.0,0,Sunday,4,13
2022-04-03,weather_event,west,4,70.1,0,Sunday,4,13
2022-04-04,auto_collision,west,89,40.2,0,Monday,4,14
2022-04-04,auto_liability,south,98,57.1,0,Monday,4,14
2022-04-04,property_damage,west,120,60.8,0,Monday,4,14
2022-04-04,weather_event,northeast,79,73.7,0,Monday,4,14
2022-04-05,auto_collision,northeast,138,48.1,0,Tuesday,4,14
2022-04-05,auto_liability,south,145,68.9,0,Tuesday,4,14
2022-04-05,property_damage,midwest,40,49.2,0,Tuesday,4,14
2022-04-05,weather_event,midwest,0,68.6,0,Tuesday,4,14
2022-04-06,auto_collision,northeast,72,47.4,0,Wednesday,4,14
2022-04-06,auto_liability,west,209,60.8,0,Wednesday,4,14
2022-04-06,property_damage,midwest,7,59.4,0,Wednesday,4,14
2022-04-06,weather_event,midwest,33,67.1,0,Wednesday,4,14
2022-04-07,auto_collision,midwest,434,48.0,1,Thursday,4,14
2022-04-07,auto_liability,west,188,57.8,1,Thursday,4,14
2022-04-07,property_damage,northeast,124,60.8,1,Thursday,4,14
2022-04-07,weather_event,midwest,119,87.3,1,Thursday,4,14
2022-04-08,auto_collision,northeast,35,43.4,0,Friday,4,14
2022-04-08,auto_liability,midwest,81,60.1,0,Friday,4,14
2022-04-08,property_damage,south,260,55.2,0,Friday,4,14
2022-04-08,weather_event,midwest,1,72.7,0,Friday,4,14
2022-04-09,auto_collision,midwest,91,43.3,0,Saturday,4,14
2022-04-09,auto_liability,midwest,34,59.7,0,Saturday,4,14
2022-04-09,property_damage,midwest,56,61.9,0,Saturday,4,14
2022-04-09,weather_event,midwest,32,82.6,0,Saturday,4,14
2022-04-10,auto_collision,south,41,47.3,0,Sunday,4,14
2022-04-10,auto_liability,northeast,85,62.0,0,Sunday,4,14
2022-04-10,property_damage,west,18,52.3,0,Sunday,4,14
2022-04-10,weather_event,south,6,73.0,0,Sunday,4,14
2022-04-11,auto_collision,south,182,40.9,0,Monday,4,15
2022-04-11,auto_liability,northeast,146,55.1,0,Monday,4,15
2022-04-11,property_damage,south,15,54.5,0,Monday,4,15
2022-04-11,weather_event,northeast,24,72.0,0,Monday,4,15
2022-04-12,auto_collision,midwest,187,46.2,0,Tuesday,4,15
2022-04-12,auto_liability,midwest,104,54.0,0,Tuesday,4,15
2022-04-12,property_damage,south,78,56.5,0,Tuesday,4,15
2022-04-12,weather_event,midwest,3,85.7,0,Tuesday,4,15
2022-04-13,auto_collision,northeast,43,44.9,0,Wednesday,4,15
2022-04-13,auto_liability,west,117,62.1,0,Wednesday,4,15
2022-04-13,property_damage,south,140,64.2,0,Wednesday,4,15
2022-04-13,weather_event,south,42,89.7,0,Wednesday,4,15
2022-04-14,auto_collision,west,155,41.3,0,Thursday,4,15
2022-04-14,auto_liability,south,99,48.7,0,Thursday,4,15
2022-04-14,property_damage,south,98,60.5,0,Thursday,4,15
2022-04-14,weather_event,south,4,66.5,0,Thursday,4,15
2022-04-15,auto_collision,south,138,48.1,0,Friday,4,15
2022-04-15,auto_liability,west,141,56.4,0,Friday,4,15
2022-04-15,property_damage,midwest,129,59.5,0,Friday,4,15
2022-04-15,weather_event,northeast,2,82.5,0,Friday,4,15
2022-04-16,auto_collision,west,87,44.8,0,Saturday,4,15
2022-04-16,auto_liability,northeast,92,69.8,0,Saturday,4,15
2022-04-16,property_damage,northeast,63,54.9,0,Saturday,4,15
2022-04-16,weather_event,south,13,67.5,0,Saturday,4,15
2022-04-17,auto_collision,west,59,43.5,0,Sunday,4,15
2022-04-17,auto_liability,south,36,59.4,0,Sunday,4,15
2022-04-17,property_damage,northeast,65,43.2,0,Sunday,4,15
2022-04-17,weather_event,northeast,26,71.3,0,Sunday,4,15
